dateReunion,adresse,idRepas
2020-04-23,"48, boulevard Muller 71270 Klein-sur-Mer",4400649560
2021-03-06,"87, boulevard Élise Schmitt 45371 Sainte Diane",8487821390
2025-12-10,avenue Gilles 06756 Petit,7855904851
2022-02-23,"37, avenue Pierre Rodriguez 97636 Baron",1534832863
2022-12-12,"2, avenue de Raynaud 39343 Jourdan",5384610201
2023-10-09,"943, avenue de Vallée 53176 Le Rouxboeuf",4962294046
2021-10-15,"75, avenue de Michel 81614 Meunierdan",8211983103
2021-12-23,"87, boulevard Élise Schmitt 45371 Sainte Diane",6271621707
2021-02-08,"82, boulevard Lemoine 54413 Sainte Margotnec",7444184806
2021-02-05,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",8211983103
2023-02-25,"37, avenue Pierre Rodriguez 97636 Baron",8249154777
2022-01-31,"23, boulevard Patrick Boulanger 22560 Sainte Margo",9533395560
2022-01-31,"48, boulevard Muller 71270 Klein-sur-Mer",2659218649
2022-07-07,"38, chemin Julien 15846 Peron-sur-Grenier",8927419432
2023-08-07,"8, rue Dumas 32441 David",3247559299
2023-12-17,"435, boulevard Frédéric Texier 56186 Saint Victorn",9541483757
2022-01-29,"79, chemin de Thibault 97228 Mahe",6486467492
2024-01-22,"87, chemin de Lemaire 48306 Saint Valérienec",3182569704
2022-12-16,"23, boulevard Patrick Boulanger 22560 Sainte Margo",4962294046
2023-09-03,"87, chemin de Lemaire 48306 Saint Valérienec",1400929644
2021-02-28,"87, boulevard Élise Schmitt 45371 Sainte Diane",2497038580
2023-11-09,"75, avenue de Michel 81614 Meunierdan",2582535917
2021-04-08,boulevard de Ribeiro 90180 Ruiz-les-Bains,8249154777
2022-02-18,"2, avenue Adèle Jean 20179 Sainte AndréeVille",2826173895
2022-04-10,"75, avenue de Michel 81614 Meunierdan",5719877351
2021-02-27,"12, chemin Letellier 83914 Jacquet",6145055196
2023-04-12,"61, boulevard de Blanc 67736 Sainte Simonenec",5026744951
2020-11-15,"48, boulevard Muller 71270 Klein-sur-Mer",8211983103
2023-01-25,boulevard de Ribeiro 90180 Ruiz-les-Bains,2975809098
2022-01-12,"12, chemin Letellier 83914 Jacquet",6486467492
2023-11-29,"2, avenue de Raynaud 39343 Jourdan",2417383063
2021-02-25,avenue Gilles 06756 Petit,3777425119
2021-01-28,boulevard de Ribeiro 90180 Ruiz-les-Bains,5039442422
2026-02-12,"690, boulevard Constance Martinez 69634 Lucas",4823654673
2021-10-04,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",5918131569
2020-12-29,"8, rue Dumas 32441 David",7652110898
2025-04-02,"83, rue Charles Diallo 71417 MaréchalVille",3777425119
2020-11-06,"690, boulevard Constance Martinez 69634 Lucas",6891783418
2020-10-17,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",9939612970
2021-01-12,"55, chemin Denis Dufour 95266 Chartier",2782039360
2025-10-04,"13, rue Ferreira 75434 Legendre-sur-Mer",8534230829
2021-01-11,chemin de Faivre 97611 Saint Alfred-sur-Mer,5168465376
2022-02-24,"69, chemin Le Goff 62402 Saint David",7657538937
2022-11-22,"13, rue Ferreira 75434 Legendre-sur-Mer",5552699696
2020-12-25,"29, chemin de Maréchal 31762 Pascal-sur-Joly",1915939527
2021-02-01,"18, avenue Descamps 62353 Saint Margaux",8992068545
2023-12-23,rue De Sousa 82879 Roche,2417383063
2022-01-22,"8, chemin Fernandez 47926 Henry-les-Bains",1247763124
2022-02-09,"6, boulevard Dumont 10478 Pottier",6339962904
2023-12-01,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",5061867847
2022-01-25,"82, boulevard Lemoine 54413 Sainte Margotnec",7558078163
2022-12-27,"11, avenue Carlier 57944 Legrand",5643697151
2020-11-29,rue de Mendès 47183 Pereznec,7263759603
2022-03-23,"38, chemin Julien 15846 Peron-sur-Grenier",3606806005
2022-01-28,"690, boulevard Constance Martinez 69634 Lucas",8487821390
2022-02-12,"37, avenue Pierre Rodriguez 97636 Baron",9492371465
2023-06-30,"37, avenue Pierre Rodriguez 97636 Baron",7610399927
2021-02-14,"87, boulevard Élise Schmitt 45371 Sainte Diane",1936316918
2023-01-22,"87, boulevard Élise Schmitt 45371 Sainte Diane",5039442422
2020-01-14,"48, boulevard Muller 71270 Klein-sur-Mer",9481488753
2020-01-25,"75, avenue de Michel 81614 Meunierdan",3310888204
2023-04-03,"27, rue Girard 17980 Lacombe-les-Bains",9388200961
2023-12-03,"55, chemin Denis Dufour 95266 Chartier",9388200961
2022-01-11,"12, chemin Letellier 83914 Jacquet",6168859445
2021-02-02,"29, chemin de Maréchal 31762 Pascal-sur-Joly",4462594545
2022-02-07,"6, boulevard Dumont 10478 Pottier",6168859445
2022-05-22,rue de Mendès 47183 Pereznec,3723076500
2023-02-19,"29, chemin de Maréchal 31762 Pascal-sur-Joly",2127982791
2023-11-30,"37, avenue Pierre Rodriguez 97636 Baron",7015375564
2023-08-09,"12, chemin Letellier 83914 Jacquet",2659218649
2023-11-13,"11, avenue Carlier 57944 Legrand",8356700860
2020-01-29,"15, chemin de Durand 75909 Moreau",5256871839
2022-01-27,"59, boulevard de Vallet 67649 Perrotboeuf",7652110898
2023-01-22,"8, rue Dumas 32441 David",6887348307
2021-09-03,"55, chemin Denis Dufour 95266 Chartier",1079519294
2020-02-20,"24, rue Robert 75624 Benoit-sur-Aubert",3176559923
2020-01-07,boulevard de Ribeiro 90180 Ruiz-les-Bains,5591856964
2022-01-07,"6, boulevard Dumont 10478 Pottier",6339962904
2021-01-09,"69, chemin Le Goff 62402 Saint David",2373044999
2021-02-06,chemin de Faivre 97611 Saint Alfred-sur-Mer,7889246495
2020-02-29,"8, chemin Fernandez 47926 Henry-les-Bains",8356700860
2022-09-12,avenue Gilles 06756 Petit,9331175119
2024-09-08,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",8865546338
2022-12-06,"13, rue Ferreira 75434 Legendre-sur-Mer",3409098809
2020-12-02,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",4793140050
2022-02-13,"11, avenue Carlier 57944 Legrand",6452773657
2023-01-17,boulevard de Ribeiro 90180 Ruiz-les-Bains,1400929644
2020-11-07,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",5666309654
2021-10-02,"690, boulevard Constance Martinez 69634 Lucas",1590741639
2022-05-26,avenue Gilles 06756 Petit,5215499743
2023-02-14,rue de Mendès 47183 Pereznec,9939612970
2022-11-19,"55, chemin Denis Dufour 95266 Chartier",1400929644
2021-12-30,"69, chemin Le Goff 62402 Saint David",5638284296
2020-12-12,"42, rue Delattre 30953 Vallée",1436002599
2024-01-20,"15, chemin de Durand 75909 Moreau",3777425119
2021-01-21,"92, rue de Cousin 56814 Saint Adrienne",3173092786
2022-07-04,rue de Tanguy 44327 Sainte Antoine,6756762858
2022-04-28,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",4662634394
2023-04-30,"11, avenue Carlier 57944 Legrand",7667804790
2025-10-27,"18, avenue Descamps 62353 Saint Margaux",4400649560
2021-11-27,"51, boulevard de Jean 97679 Sainte Valérieboeuf",5620908988
2021-01-21,"943, avenue de Vallée 53176 Le Rouxboeuf",5918131569
2020-11-04,"87, boulevard Élise Schmitt 45371 Sainte Diane",6706153341
2022-09-22,"13, rue Ferreira 75434 Legendre-sur-Mer",3473904497
2024-01-08,"20, chemin de Pineau 26928 Fernandez",2307730250
2020-10-25,"48, boulevard Muller 71270 Klein-sur-Mer",3005393867
2022-12-28,"79, chemin de Thibault 97228 Mahe",1453466485
2021-02-01,"20, chemin de Pineau 26928 Fernandez",5643697151
2021-12-11,rue de Tanguy 44327 Sainte Antoine,1510576435
2021-10-16,"82, boulevard Lemoine 54413 Sainte Margotnec",2373044999
2021-03-25,"20, chemin de Pineau 26928 Fernandez",2373044999
2020-01-31,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",3769263128
2022-02-15,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",7263759603
2024-02-13,"75, avenue de Michel 81614 Meunierdan",7267342449
2020-01-16,"87, chemin de Lemaire 48306 Saint Valérienec",6522548736
2024-01-24,"82, boulevard Lemoine 54413 Sainte Margotnec",2395881420
2024-01-07,"6, boulevard Dumont 10478 Pottier",6887348307
2023-03-28,"943, avenue de Vallée 53176 Le Rouxboeuf",2578488479
2022-01-12,"87, boulevard Élise Schmitt 45371 Sainte Diane",5168465376
2021-10-06,avenue Gilles 06756 Petit,5280213416
2021-02-17,"87, boulevard Élise Schmitt 45371 Sainte Diane",6078641484
2024-01-23,"92, rue de Cousin 56814 Saint Adrienne",4805590261
2023-02-01,"92, rue de Gaillard 02327 ReyBourg",2645305745
2020-02-08,"13, rue Ferreira 75434 Legendre-sur-Mer",6339962904
2021-08-13,"37, avenue Pierre Rodriguez 97636 Baron",6274822489
2022-01-08,"24, rue Robert 75624 Benoit-sur-Aubert",5638284296
2022-01-25,"12, chemin Letellier 83914 Jacquet",8887217737
2023-02-14,"82, boulevard Lemoine 54413 Sainte Margotnec",9485348523
2021-12-20,"11, avenue Carlier 57944 Legrand",1936316918
2023-01-08,avenue Gilles 06756 Petit,7263759603
2020-12-06,"69, chemin Le Goff 62402 Saint David",9562240268
2021-02-15,"1, boulevard Coste 89602 Delattre-sur-Raymond",2108338840
2021-12-16,"6, boulevard Dumont 10478 Pottier",5278539026
2021-12-20,"87, boulevard Élise Schmitt 45371 Sainte Diane",3723076500
2021-12-13,boulevard de Ribeiro 90180 Ruiz-les-Bains,3005393867
2021-02-27,"69, chemin Le Goff 62402 Saint David",3795733495
2020-07-18,"20, chemin de Pineau 26928 Fernandez",4805590261
2020-12-23,avenue Gilles 06756 Petit,7667804790
2023-06-01,"15, chemin de Durand 75909 Moreau",7267342449
2021-12-15,"37, avenue Pierre Rodriguez 97636 Baron",3390468257
2020-08-17,"61, boulevard de Blanc 67736 Sainte Simonenec",2121997018
2020-12-17,rue de Mendès 47183 Pereznec,6168859445
2021-11-15,"87, chemin de Lemaire 48306 Saint Valérienec",3872255251
2022-12-16,rue De Sousa 82879 Roche,1453466485
2021-10-23,"24, rue Robert 75624 Benoit-sur-Aubert",5638284296
2023-10-01,"15, chemin de Durand 75909 Moreau",5298902321
2022-09-09,"20, chemin de Pineau 26928 Fernandez",7802888662
2020-05-06,"690, boulevard Constance Martinez 69634 Lucas",5213702416
2020-12-18,"92, rue de Cousin 56814 Saint Adrienne",9584294661
2020-01-10,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",3398897037
2023-02-13,"51, boulevard de Jean 97679 Sainte Valérieboeuf",7444184806
2020-11-07,"79, chemin de Thibault 97228 Mahe",1281803745
2021-12-22,avenue Gilles 06756 Petit,7992219992
2024-02-15,"11, avenue Carlier 57944 Legrand",9946124751
2022-04-11,"28, rue Rodrigues 95203 Gilbert",4202068271
2021-12-24,"55, chemin Denis Dufour 95266 Chartier",2897885177
2022-08-18,"75, avenue de Michel 81614 Meunierdan",5280213416
2020-06-14,"8, chemin Fernandez 47926 Henry-les-Bains",6522548736
2022-02-23,boulevard de Ribeiro 90180 Ruiz-les-Bains,5039442422
2020-06-09,"83, rue Raymond Bourgeois 48520 Ollivier",7423679684
2023-10-16,rue De Sousa 82879 Roche,3180759815
2022-10-03,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",1792834852
2023-02-01,chemin de Faivre 97611 Saint Alfred-sur-Mer,9036253359
2024-01-02,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",2895285531
2021-02-24,"61, boulevard de Blanc 67736 Sainte Simonenec",5026744951
2024-01-28,"435, boulevard Frédéric Texier 56186 Saint Victorn",1552636347
2024-01-26,"435, boulevard Frédéric Texier 56186 Saint Victorn",5213702416
2020-12-26,"83, rue Charles Diallo 71417 MaréchalVille",3390468257
2021-05-01,"69, chemin Le Goff 62402 Saint David",1661589630
2020-04-15,"87, chemin de Lemaire 48306 Saint Valérienec",5215499743
2021-09-27,"92, rue de Gaillard 02327 ReyBourg",6486467492
2024-02-17,"75, avenue de Michel 81614 Meunierdan",5611858551
2024-01-04,"6, boulevard Dumont 10478 Pottier",6179561231
2021-01-11,"82, boulevard Lemoine 54413 Sainte Margotnec",7423679684
2023-10-01,"435, boulevard Frédéric Texier 56186 Saint Victorn",9946124751
2023-10-31,"27, rue Girard 17980 Lacombe-les-Bains",9562240268
2023-12-20,chemin de Faivre 97611 Saint Alfred-sur-Mer,7657538937
2023-01-06,"11, avenue Carlier 57944 Legrand",1453466485
2024-02-23,"8, rue Dumas 32441 David",5298902321
2024-02-24,"75, avenue de Michel 81614 Meunierdan",1189575492
2024-02-29,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",3310888204
2021-01-15,"92, rue de Cousin 56814 Saint Adrienne",8148827346
2021-05-13,"20, chemin de Pineau 26928 Fernandez",1932326754
2022-12-02,"92, rue de Cousin 56814 Saint Adrienne",2195443312
2020-12-08,"61, boulevard de Blanc 67736 Sainte Simonenec",3390468257
2024-12-02,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",5591856964
2023-02-22,"28, rue Rodrigues 95203 Gilbert",1564195561
2021-01-19,"83, rue Raymond Bourgeois 48520 Ollivier",6179561231
2023-02-24,"37, avenue Pierre Rodriguez 97636 Baron",9492371465
2023-08-06,"11, avenue Carlier 57944 Legrand",2645305745
2022-02-24,"18, avenue Descamps 62353 Saint Margaux",2127982791
2023-11-26,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",4793140050
2021-02-12,"2, avenue de Raynaud 39343 Jourdan",4202068271
2022-11-19,"87, chemin de Lemaire 48306 Saint Valérienec",5289310499
2022-04-03,"13, rue Ferreira 75434 Legendre-sur-Mer",7263759603
2022-12-28,"92, rue de Gaillard 02327 ReyBourg",1182563319
2020-03-11,"28, rue Rodrigues 95203 Gilbert",6887348307
2020-01-29,"2, avenue Adèle Jean 20179 Sainte AndréeVille",7802888662
2021-01-06,avenue Gilles 06756 Petit,7736347226
2020-08-20,"8, chemin Fernandez 47926 Henry-les-Bains",4823654673
2023-07-20,"20, chemin de Pineau 26928 Fernandez",6756762858
2023-02-10,"92, rue de Cousin 56814 Saint Adrienne",5280213416
2024-02-17,"55, chemin Denis Dufour 95266 Chartier",7130767146
2024-02-21,"20, chemin de Pineau 26928 Fernandez",5289310499
2021-10-10,"27, rue Girard 17980 Lacombe-les-Bains",8356700860
2021-09-18,"15, chemin de Durand 75909 Moreau",7558078163
2020-02-03,"48, boulevard Muller 71270 Klein-sur-Mer",6522548736
2023-07-30,"92, rue de Cousin 56814 Saint Adrienne",3566120851
2020-09-20,"2, avenue Adèle Jean 20179 Sainte AndréeVille",1281803745
2025-04-07,"435, boulevard Frédéric Texier 56186 Saint Victorn",9939612970
2021-01-14,boulevard de Ribeiro 90180 Ruiz-les-Bains,2582535917
2022-03-01,"8, chemin Fernandez 47926 Henry-les-Bains",2373044999
2025-01-23,"8, chemin Fernandez 47926 Henry-les-Bains",1717013066
2022-12-14,"42, rue Delattre 30953 Vallée",1079519294
2023-01-10,"69, chemin Le Goff 62402 Saint David",9541483757
2023-11-13,rue de Tanguy 44327 Sainte Antoine,6891783418
2021-01-30,"8, rue Dumas 32441 David",3238507398
2022-09-30,"13, rue Ferreira 75434 Legendre-sur-Mer",1436002599
2023-10-15,"6, boulevard Dumont 10478 Pottier",2638384530
2022-11-21,"12, chemin Letellier 83914 Jacquet",9438076100
2023-05-23,"48, boulevard Muller 71270 Klein-sur-Mer",1067563432
2020-12-26,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",9946124751
2022-12-26,"61, boulevard de Blanc 67736 Sainte Simonenec",5638284296
2025-12-20,"15, chemin de Durand 75909 Moreau",8152324423
2023-09-14,"61, boulevard de Blanc 67736 Sainte Simonenec",5213702416
2023-01-18,"6, boulevard Dumont 10478 Pottier",3182569704
2021-09-03,"15, chemin de Durand 75909 Moreau",2373044999
2020-02-21,"15, chemin de Durand 75909 Moreau",1936316918
2023-02-16,rue de Mendès 47183 Pereznec,5298902321
2021-08-28,"29, chemin de Maréchal 31762 Pascal-sur-Joly",8089011446
2023-01-31,"48, boulevard Muller 71270 Klein-sur-Mer",6223081964
2022-02-05,"83, rue Raymond Bourgeois 48520 Ollivier",5643697151
2021-01-05,"51, boulevard de Jean 97679 Sainte Valérieboeuf",2491668340
2024-09-19,"435, boulevard Frédéric Texier 56186 Saint Victorn",6891783418
2020-12-29,"2, avenue Adèle Jean 20179 Sainte AndréeVille",5116884576
2023-01-17,"1, boulevard Coste 89602 Delattre-sur-Raymond",8359085723
2022-08-06,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",2424751266
2021-08-13,"15, chemin de Durand 75909 Moreau",8201618583
2021-02-19,"943, avenue de Vallée 53176 Le Rouxboeuf",3409098809
2023-12-31,"12, chemin Letellier 83914 Jacquet",5620908988
2023-12-31,"18, avenue Descamps 62353 Saint Margaux",2424751266
2023-04-10,"51, boulevard de Jean 97679 Sainte Valérieboeuf",7263759603
2022-11-27,"29, chemin de Maréchal 31762 Pascal-sur-Joly",7389581584
2023-11-19,"690, boulevard Constance Martinez 69634 Lucas",5552699696
2020-01-28,"59, boulevard de Vallet 67649 Perrotboeuf",1400929644
2022-02-01,"435, boulevard Frédéric Texier 56186 Saint Victorn",2109752261
2020-11-29,"24, rue Robert 75624 Benoit-sur-Aubert",8020970533
2021-12-27,"2, avenue de Raynaud 39343 Jourdan",6145055196
2022-04-18,"12, chemin Letellier 83914 Jacquet",9007637046
2020-02-27,"15, chemin de Durand 75909 Moreau",2383688471
2025-11-03,rue de Tanguy 44327 Sainte Antoine,8927419432
2024-02-27,"92, rue de Gaillard 02327 ReyBourg",6887348307
2023-12-17,"28, rue Rodrigues 95203 Gilbert",5353449584
2020-01-04,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",2108338840
2022-12-29,"92, rue de Cousin 56814 Saint Adrienne",2897885177
2021-05-20,rue de Mendès 47183 Pereznec,7802888662
2022-12-23,"18, avenue Descamps 62353 Saint Margaux",5918131569
2021-12-26,"12, chemin Letellier 83914 Jacquet",6271621707
2023-06-30,chemin de Faivre 97611 Saint Alfred-sur-Mer,2417383063
2024-01-26,rue de Tanguy 44327 Sainte Antoine,7190638023
2020-03-24,"18, avenue Descamps 62353 Saint Margaux",2368606894
2023-01-04,"61, boulevard de Blanc 67736 Sainte Simonenec",2127982791
2023-12-27,"61, boulevard de Blanc 67736 Sainte Simonenec",9584294661
2023-01-29,"2, avenue Adèle Jean 20179 Sainte AndréeVille",7130767146
2021-03-01,"690, boulevard Constance Martinez 69634 Lucas",3238507398
2020-07-06,"48, boulevard Muller 71270 Klein-sur-Mer",3176559923
2021-11-13,"83, rue Charles Diallo 71417 MaréchalVille",1409383544
2020-01-29,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",7267342449
2020-01-11,"48, boulevard Muller 71270 Klein-sur-Mer",8299141107
2023-02-10,"24, rue Robert 75624 Benoit-sur-Aubert",9562240268
2024-12-04,"435, boulevard Frédéric Texier 56186 Saint Victorn",1436002599
2020-05-03,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",1792834852
2024-01-22,"29, chemin de Maréchal 31762 Pascal-sur-Joly",3180759815
2022-03-05,"51, boulevard de Jean 97679 Sainte Valérieboeuf",9007637046
2022-08-05,"24, rue Robert 75624 Benoit-sur-Aubert",1247763124
2020-02-13,"12, chemin Letellier 83914 Jacquet",5039442422
2020-01-05,"16, boulevard Barre 97373 Sainte LuceVille",8211983103
2023-02-06,"87, boulevard Élise Schmitt 45371 Sainte Diane",2582535917
2020-12-06,"61, boulevard de Blanc 67736 Sainte Simonenec",7889246495
2023-12-09,"16, boulevard Barre 97373 Sainte LuceVille",9481488753
2020-11-15,"23, boulevard Patrick Boulanger 22560 Sainte Margo",1673624259
2024-01-06,"12, chemin Letellier 83914 Jacquet",7652110898
2020-01-29,"61, boulevard de Blanc 67736 Sainte Simonenec",6039767575
2022-01-31,"16, boulevard Barre 97373 Sainte LuceVille",9492371465
2022-12-04,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",4823654673
2021-01-15,"18, avenue Descamps 62353 Saint Margaux",3173092786
2022-12-31,"38, chemin Julien 15846 Peron-sur-Grenier",7389581584
2023-11-30,boulevard de Ribeiro 90180 Ruiz-les-Bains,5552699696
2023-04-01,rue de Mendès 47183 Pereznec,5116884576
2023-05-24,"48, boulevard Muller 71270 Klein-sur-Mer",3238507398
2022-09-25,"27, rue Girard 17980 Lacombe-les-Bains",3398897037
2025-06-04,"48, boulevard Muller 71270 Klein-sur-Mer",6891783418
2022-02-24,"12, chemin Letellier 83914 Jacquet",5719877351
2023-01-22,"37, avenue Pierre Rodriguez 97636 Baron",3606806005
2024-09-20,"87, chemin de Lemaire 48306 Saint Valérienec",9533395560
2024-03-03,"23, boulevard Patrick Boulanger 22560 Sainte Margo",6486467492
2022-03-03,"11, avenue Carlier 57944 Legrand",1436002599
2021-01-04,"18, avenue Descamps 62353 Saint Margaux",7652110898
2021-01-15,"27, rue Girard 17980 Lacombe-les-Bains",5168465376
2024-02-05,avenue Gilles 06756 Petit,9458426081
2025-12-28,"943, avenue de Vallée 53176 Le Rouxboeuf",1932326754
2024-02-20,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",1182563319
2020-02-17,"83, rue Charles Diallo 71417 MaréchalVille",8299141107
2024-11-05,rue de Tanguy 44327 Sainte Antoine,3029896198
2023-10-13,"75, avenue de Michel 81614 Meunierdan",4908711034
2021-12-06,"27, rue Girard 17980 Lacombe-les-Bains",1079519294
2025-09-12,"18, avenue Descamps 62353 Saint Margaux",4462594545
2021-07-25,"690, boulevard Constance Martinez 69634 Lucas",6706153341
2023-12-25,"23, boulevard Patrick Boulanger 22560 Sainte Margo",7657538937
2022-09-30,"24, rue Robert 75624 Benoit-sur-Aubert",7802888662
2024-01-24,"83, rue Charles Diallo 71417 MaréchalVille",2109752261
2021-04-12,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",7558078163
2020-11-06,rue de Tanguy 44327 Sainte Antoine,1590741639
2022-03-21,"2, avenue de Raynaud 39343 Jourdan",3180759815
2021-10-13,avenue Gilles 06756 Petit,7401860495
2020-10-03,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",6179561231
2021-01-24,"943, avenue de Vallée 53176 Le Rouxboeuf",5215499743
2020-12-29,"59, boulevard de Vallet 67649 Perrotboeuf",1409383544
2023-12-23,"37, avenue Pierre Rodriguez 97636 Baron",2424751266
2023-01-17,"2, avenue de Raynaud 39343 Jourdan",3777425119
2020-03-24,"37, avenue Pierre Rodriguez 97636 Baron",1486061590
2023-02-13,"435, boulevard Frédéric Texier 56186 Saint Victorn",3769263128
2022-06-12,"59, boulevard de Vallet 67649 Perrotboeuf",5280213416
2020-02-28,"8, boulevard de Weiss 12784 Saint Luc",4076708488
2020-02-19,"69, chemin Le Goff 62402 Saint David",7267342449
2024-03-02,"23, boulevard Patrick Boulanger 22560 Sainte Margo",8359085723
2024-01-31,"69, chemin Le Goff 62402 Saint David",7190638023
2022-12-19,"28, rue Rodrigues 95203 Gilbert",3176559923
2024-02-12,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",4583404796
2022-02-13,rue de Mendès 47183 Pereznec,1079519294
2022-01-10,"92, rue de Cousin 56814 Saint Adrienne",3182569704
2021-02-07,"23, boulevard Patrick Boulanger 22560 Sainte Margo",2108338840
2026-01-28,rue De Sousa 82879 Roche,2127982791
2022-01-07,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",8359085723
2021-03-16,boulevard de Ribeiro 90180 Ruiz-les-Bains,7736347226
2023-02-19,"55, chemin Denis Dufour 95266 Chartier",2638384530
2020-12-15,"69, chemin Le Goff 62402 Saint David",1920222166
2022-01-30,boulevard de Ribeiro 90180 Ruiz-les-Bains,5384610201
2025-04-12,"18, avenue Descamps 62353 Saint Margaux",7444184806
2023-08-20,"15, chemin de Durand 75909 Moreau",3409098809
2021-09-20,"13, rue Ferreira 75434 Legendre-sur-Mer",7263759603
2020-05-10,"2, avenue de Raynaud 39343 Jourdan",1932326754
2024-02-21,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",8299141107
2023-10-11,"12, chemin Letellier 83914 Jacquet",5116884576
2021-07-20,"79, chemin de Thibault 97228 Mahe",1079519294
2021-12-11,"8, chemin Fernandez 47926 Henry-les-Bains",5591856964
2020-06-03,"37, avenue Pierre Rodriguez 97636 Baron",1673624259
2024-02-07,"23, boulevard Patrick Boulanger 22560 Sainte Margo",9584294661
2020-05-24,"55, chemin Denis Dufour 95266 Chartier",1915939527
2024-01-20,"87, boulevard Élise Schmitt 45371 Sainte Diane",9226452068
2020-01-31,"8, chemin Fernandez 47926 Henry-les-Bains",6078641484
2020-11-04,"79, chemin de Thibault 97228 Mahe",1400929644
2022-12-31,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",5026744951
2024-02-20,"8, boulevard de Weiss 12784 Saint Luc",3409098809
2020-09-26,"11, avenue Carlier 57944 Legrand",3769263128
2021-09-11,"24, rue Robert 75624 Benoit-sur-Aubert",9492371465
2023-07-29,rue de Tanguy 44327 Sainte Antoine,5643697151
2021-02-19,"51, boulevard de Jean 97679 Sainte Valérieboeuf",2417383063
2020-03-14,"37, avenue Pierre Rodriguez 97636 Baron",3973728313
2023-10-03,"6, boulevard Dumont 10478 Pottier",4031568901
2023-01-10,"92, rue de Gaillard 02327 ReyBourg",3777425119
2024-11-20,"92, rue de Cousin 56814 Saint Adrienne",1436002599
2022-01-20,"83, rue Raymond Bourgeois 48520 Ollivier",1189575492
2020-04-12,rue De Sousa 82879 Roche,1067563432
2023-01-05,"13, rue Ferreira 75434 Legendre-sur-Mer",8148827346
2021-12-17,"18, avenue Descamps 62353 Saint Margaux",3398897037
2020-02-10,"943, avenue de Vallée 53176 Le Rouxboeuf",4400649560
2022-08-22,"87, chemin de Lemaire 48306 Saint Valérienec",5168465376
2020-01-15,"2, avenue de Raynaud 39343 Jourdan",5256871839
2021-06-07,"92, rue de Cousin 56814 Saint Adrienne",8201618583
2023-03-02,rue de Tanguy 44327 Sainte Antoine,7033884575
2020-03-24,"16, boulevard Barre 97373 Sainte LuceVille",4823654673
2021-05-30,"55, chemin Denis Dufour 95266 Chartier",8089011446
2020-02-22,"2, avenue de Raynaud 39343 Jourdan",1730111678
2020-01-23,"23, boulevard Patrick Boulanger 22560 Sainte Margo",6452773657
2022-02-14,"435, boulevard Frédéric Texier 56186 Saint Victorn",9007637046
2020-08-27,"55, chemin Denis Dufour 95266 Chartier",2127982791
2023-01-13,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",8356700860
2021-03-29,"15, chemin de Durand 75909 Moreau",3029896198
2020-07-29,"8, chemin Fernandez 47926 Henry-les-Bains",7401860495
2020-01-13,"27, rue Girard 17980 Lacombe-les-Bains",2826173895
2020-04-12,"59, boulevard de Vallet 67649 Perrotboeuf",3329921421
2021-01-19,"16, boulevard Barre 97373 Sainte LuceVille",8927419432
2024-02-19,"18, avenue Descamps 62353 Saint Margaux",3723076500
2020-11-01,"1, boulevard Coste 89602 Delattre-sur-Raymond",2109752261
2020-09-18,"55, chemin Denis Dufour 95266 Chartier",4031568901
2022-01-21,"79, chemin de Thibault 97228 Mahe",1936316918
2020-01-23,"61, boulevard de Blanc 67736 Sainte Simonenec",8201618583
2021-11-08,"38, chemin Julien 15846 Peron-sur-Grenier",1853829103
2022-01-18,"59, boulevard de Vallet 67649 Perrotboeuf",5611858551
2021-01-26,"8, chemin Fernandez 47926 Henry-les-Bains",7855904851
2024-02-28,"82, boulevard Lemoine 54413 Sainte Margotnec",4462594545
2022-01-11,avenue Gilles 06756 Petit,9244434900
