SIRET,idGroupe,RFID,dateReunion,adresse
66605720133153,9049066537,3798427859,2022-10-31,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
49917554883966,3794479229,5736735774,2022-07-11,"92, rue de Gaillard 02327 ReyBourg"
69511036882363,2557438769,4501861190,2025-01-10,"24, rue Robert 75624 Benoit-sur-Aubert"
32248510419942,9252043601,7059928101,2020-02-08,"6, boulevard Dumont 10478 Pottier"
84377770359465,9596329928,2107326741,2023-12-25,"18, avenue Descamps 62353 Saint Margaux"
50318444534242,1177570259,8743745490,2021-09-21,"61, boulevard de Blanc 67736 Sainte Simonenec"
64026792801221,4215140589,8735201428,2022-02-25,"943, avenue de Vallée 53176 Le Rouxboeuf"
41060060164448,5480431818,6226924127,2020-04-12,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
51258572017295,2740300555,9639698277,2021-12-25,"8, boulevard de Weiss 12784 Saint Luc"
92578022077836,3392728242,2294766978,2023-12-24,"79, chemin de Thibault 97228 Mahe"
32248510419942,9252043601,3159467064,2021-01-28,"2, avenue de Raynaud 39343 Jourdan"
35937003762553,8030289257,4435454695,2020-03-16,"8, rue Dumas 32441 David"
51258572017295,2740300555,3357936479,2021-01-20,"61, boulevard de Blanc 67736 Sainte Simonenec"
51258572017295,2740300555,3357936479,2023-04-01,"13, rue Ferreira 75434 Legendre-sur-Mer"
30426192025617,6050453215,7244954021,2021-12-06,"6, boulevard Dumont 10478 Pottier"
53749997792491,4131911466,2099020801,2023-04-12,rue de Mendès 47183 Pereznec
03791523220638,8965668535,3956993165,2020-02-07,"18, avenue Descamps 62353 Saint Margaux"
61145436460441,5622045506,4861603729,2020-05-08,"79, chemin de Thibault 97228 Mahe"
03363878717889,8654757824,1346981531,2020-01-13,"18, avenue Descamps 62353 Saint Margaux"
84747849229230,2548185245,5196640519,2024-01-16,"13, rue Ferreira 75434 Legendre-sur-Mer"
13484140289071,7382270602,1215227755,2024-03-30,"18, avenue Descamps 62353 Saint Margaux"
03791523220638,8965668535,2296571087,2023-07-02,"28, rue Rodrigues 95203 Gilbert"
49917554883966,3794479229,8112980256,2023-11-26,"87, chemin de Lemaire 48306 Saint Valérienec"
41060060164448,5480431818,1419906485,2023-03-03,"75, avenue de Michel 81614 Meunierdan"
63950133687266,3538927591,6786610736,2024-02-26,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
98329158407802,8970764836,7381116000,2020-12-17,"42, rue Delattre 30953 Vallée"
84747849229230,2548185245,2766542969,2020-08-20,"8, chemin Fernandez 47926 Henry-les-Bains"
66605720133153,9049066537,9607653354,2020-11-12,"28, rue Rodrigues 95203 Gilbert"
98183300737893,7970714119,4779969213,2022-04-24,"11, avenue Carlier 57944 Legrand"
05466078207131,7459875960,3548198465,2021-09-27,"92, rue de Gaillard 02327 ReyBourg"
84377770359465,9596329928,9185246970,2023-05-31,"83, rue Charles Diallo 71417 MaréchalVille"
79319466934413,8236279818,4854080331,2020-09-17,"11, avenue Carlier 57944 Legrand"
23421169317648,7713134262,5868054431,2021-01-15,"24, rue Robert 75624 Benoit-sur-Aubert"
44112288376085,3431295653,8892606084,2025-09-16,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
83876695122502,8054020172,6442419409,2023-01-04,"1, boulevard Coste 89602 Delattre-sur-Raymond"
06993304653729,5366105887,3720370730,2022-02-28,"11, avenue Carlier 57944 Legrand"
35937003762553,8358901571,6193533213,2022-10-31,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
81167159265939,7999060766,5186799601,2022-12-14,"61, boulevard de Blanc 67736 Sainte Simonenec"
24818656352324,4261260447,9401687174,2023-11-30,"38, chemin Julien 15846 Peron-sur-Grenier"
63950133687266,3538927591,4839667004,2022-08-18,"75, avenue de Michel 81614 Meunierdan"
53749997792491,4131911466,2597943959,2021-02-28,"24, rue Robert 75624 Benoit-sur-Aubert"
84747849229230,2548185245,1743443899,2023-03-21,"11, avenue Carlier 57944 Legrand"
24818656352324,4261260447,9636883677,2021-01-25,"18, avenue Descamps 62353 Saint Margaux"
53060616902393,2954742847,2334241351,2024-01-27,"92, rue de Cousin 56814 Saint Adrienne"
84747849229230,2548185245,5050006684,2022-09-12,"69, chemin Le Goff 62402 Saint David"
83876695122502,8054020172,9124991784,2021-01-22,"16, boulevard Barre 97373 Sainte LuceVille"
00525055521081,3706917257,6333324776,2022-12-28,"20, chemin de Pineau 26928 Fernandez"
05466078207131,7459875960,3640548101,2021-02-04,"75, avenue de Michel 81614 Meunierdan"
92578022077836,6774919538,9636666227,2021-01-01,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
55092167093295,6793816076,5669115799,2024-02-24,avenue Gilles 06756 Petit
84747849229230,2548185245,1997344146,2021-12-27,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
49391417241429,4551123954,2945997700,2020-03-23,avenue Gilles 06756 Petit
84377770359465,9596329928,8698361586,2024-01-31,"42, rue Delattre 30953 Vallée"
98183300737893,7970714119,3135224939,2020-02-17,"83, rue Charles Diallo 71417 MaréchalVille"
83907434907681,9483825704,7219656804,2024-02-27,rue De Sousa 82879 Roche
30426192025617,6050453215,5178385269,2021-09-28,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
58903816331381,9072452886,3793593092,2022-05-25,rue De Sousa 82879 Roche
14548937752788,3462875358,3259537363,2020-01-29,"42, rue Delattre 30953 Vallée"
79319466934413,8236279818,7227954688,2021-05-02,"37, avenue Pierre Rodriguez 97636 Baron"
96073577228654,7738358497,7669205548,2020-01-07,"13, rue Ferreira 75434 Legendre-sur-Mer"
49391417241429,3498683433,4656212890,2021-01-05,"92, rue de Cousin 56814 Saint Adrienne"
35937003762553,8358901571,6965425987,2021-02-14,boulevard de Ribeiro 90180 Ruiz-les-Bains
00525055521081,3706917257,7742321166,2022-01-17,rue De Sousa 82879 Roche
53060616902393,2954742847,6492739344,2023-07-01,"15, chemin de Durand 75909 Moreau"
64026792801221,4215140589,7706002906,2020-09-25,rue de Mendès 47183 Pereznec
55092167093295,6793816076,7041961240,2021-01-31,avenue Gilles 06756 Petit
90456978427461,2369643785,2367830706,2022-12-07,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
11514703785093,8283391142,9570302890,2020-01-01,chemin de Faivre 97611 Saint Alfred-sur-Mer
69511036882363,2557438769,4767364429,2022-01-25,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
24818656352324,4261260447,3516706330,2022-03-22,"37, avenue Pierre Rodriguez 97636 Baron"
81863341627805,4526121248,1412215364,2024-02-12,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
03363878717889,8654757824,7275111083,2024-09-19,avenue Gilles 06756 Petit
49391417241429,4551123954,2725231840,2025-02-08,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
30426192025617,6050453215,7917268552,2021-09-11,"8, chemin Fernandez 47926 Henry-les-Bains"
30426192025617,6050453215,2167733694,2020-12-28,"1, boulevard Coste 89602 Delattre-sur-Raymond"
23421169317648,7713134262,2267815792,2022-12-21,"69, chemin Le Goff 62402 Saint David"
31600246537342,1231672681,2413937340,2020-02-27,"2, avenue de Raynaud 39343 Jourdan"
89515745207186,5664845352,2978954506,2020-12-23,avenue Gilles 06756 Petit
44112288376085,3431295653,1155366127,2026-02-06,"2, avenue de Raynaud 39343 Jourdan"
46800968940449,7967163462,2785020534,2023-12-09,"92, rue de Cousin 56814 Saint Adrienne"
79317073641194,1291576549,1146575533,2020-10-19,rue De Sousa 82879 Roche
70263465761771,2945965350,3113084721,2023-11-05,"55, chemin Denis Dufour 95266 Chartier"
37712325010813,3487627735,4297331922,2020-07-02,"83, rue Raymond Bourgeois 48520 Ollivier"
53060616902393,2954742847,3334785333,2022-12-14,"87, chemin de Lemaire 48306 Saint Valérienec"
51702503153255,8968339833,6714800371,2022-11-24,"24, rue Robert 75624 Benoit-sur-Aubert"
64026792801221,4215140589,5454830497,2020-01-02,"87, boulevard Élise Schmitt 45371 Sainte Diane"
96073577228654,7738358497,9305867819,2020-02-24,boulevard de Ribeiro 90180 Ruiz-les-Bains
37712325010813,3487627735,6779521028,2022-02-13,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
64026792801221,4215140589,7528380603,2024-02-08,"87, boulevard Élise Schmitt 45371 Sainte Diane"
51702503153255,8968339833,3049554555,2022-09-29,"1, boulevard Coste 89602 Delattre-sur-Raymond"
55092167093295,6793816076,4513699579,2020-11-26,"92, rue de Gaillard 02327 ReyBourg"
06993304653729,5366105887,4737354355,2021-05-11,rue de Mendès 47183 Pereznec
97619788371160,8894037471,4924609409,2020-07-20,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
53060616902393,2954742847,5454097020,2021-01-14,chemin de Faivre 97611 Saint Alfred-sur-Mer
97619788371160,8894037471,2413282471,2022-01-23,"55, chemin Denis Dufour 95266 Chartier"
50318444534242,1177570259,4416770678,2023-10-03,"15, chemin de Durand 75909 Moreau"
84377770359465,9596329928,7649082965,2023-05-02,"11, avenue Carlier 57944 Legrand"
79317073641194,1291576549,5200406055,2021-02-15,"8, rue Dumas 32441 David"
83876695122502,8054020172,2955504282,2022-05-22,rue de Mendès 47183 Pereznec
51258572017295,2740300555,2072810752,2021-01-06,"16, boulevard Barre 97373 Sainte LuceVille"
89515745207186,4946804105,6331192772,2020-08-17,"61, boulevard de Blanc 67736 Sainte Simonenec"
58903816331381,9072452886,9153469023,2020-04-07,"92, rue de Gaillard 02327 ReyBourg"
51258572017295,2740300555,8672039778,2023-04-02,"13, rue Ferreira 75434 Legendre-sur-Mer"
79319466934413,7935233743,1151086726,2022-12-22,"79, chemin de Thibault 97228 Mahe"
81863341627805,4526121248,1787653592,2021-08-12,"8, rue Dumas 32441 David"
36788219232010,2447515723,2694651902,2023-01-29,rue de Tanguy 44327 Sainte Antoine
49391417241429,4551123954,2392363286,2022-03-10,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
79319466934413,7935233743,4060774110,2020-10-02,"42, rue Delattre 30953 Vallée"
38934376101739,3030842343,2338843582,2022-01-26,"69, chemin Le Goff 62402 Saint David"
51702503153255,1083144912,8066961509,2023-02-01,"87, chemin de Lemaire 48306 Saint Valérienec"
63950133687266,3538927591,6164552049,2022-05-13,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
46800968940449,7967163462,8442823115,2022-10-15,"8, chemin Fernandez 47926 Henry-les-Bains"
35937003762553,8030289257,2028405226,2022-01-05,"38, chemin Julien 15846 Peron-sur-Grenier"
24818656352324,4261260447,4201675702,2021-01-09,rue de Mendès 47183 Pereznec
30426192025617,6050453215,4900227991,2024-01-08,"83, rue Raymond Bourgeois 48520 Ollivier"
90456978427461,2369643785,3148788036,2020-12-30,"48, boulevard Muller 71270 Klein-sur-Mer"
80903770168495,8659756853,5830473918,2023-12-12,boulevard de Ribeiro 90180 Ruiz-les-Bains
22389614872404,4437557565,8628632541,2020-01-11,rue De Sousa 82879 Roche
51258572017295,2740300555,5629419417,2024-01-11,"92, rue de Gaillard 02327 ReyBourg"
23421169317648,3322968243,9137084101,2021-10-03,"15, chemin de Durand 75909 Moreau"
14548937752788,3462875358,1697932190,2024-01-24,"61, boulevard de Blanc 67736 Sainte Simonenec"
80723535542121,1214418842,8887413596,2021-11-24,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
66605720133153,9049066537,4483644114,2024-12-31,"12, chemin Letellier 83914 Jacquet"
92578022077836,6774919538,3793070545,2022-04-01,"83, rue Charles Diallo 71417 MaréchalVille"
13484140289071,7382270602,3724764003,2022-02-04,"11, avenue Carlier 57944 Legrand"
30426192025617,6050453215,7683273265,2022-12-23,"82, boulevard Lemoine 54413 Sainte Margotnec"
29007121912554,3038314745,7880885856,2023-01-10,"69, chemin Le Goff 62402 Saint David"
13484140289071,7382270602,2461545369,2022-10-07,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
55627527881308,6356963178,3965629683,2021-01-21,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
50318444534242,1177570259,9514517549,2025-12-23,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
35937003762553,8876413213,8197409859,2022-06-24,"8, rue Dumas 32441 David"
81863341627805,4526121248,4129145862,2020-12-14,"42, rue Delattre 30953 Vallée"
81863341627805,4526121248,5784980458,2022-12-06,"8, boulevard de Weiss 12784 Saint Luc"
05466078207131,7459875960,2949646909,2023-01-23,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
57003007362412,2020403668,6645400313,2020-01-11,"42, rue Delattre 30953 Vallée"
31600246537342,1231672681,6173306944,2023-12-18,"27, rue Girard 17980 Lacombe-les-Bains"
31600246537342,1231672681,7912472776,2020-04-18,"12, chemin Letellier 83914 Jacquet"
49917554883966,3794479229,6540601760,2021-12-24,"20, chemin de Pineau 26928 Fernandez"
79319466934413,7935233743,3344031473,2024-02-23,"943, avenue de Vallée 53176 Le Rouxboeuf"
44112288376085,3431295653,4163036768,2023-12-10,"82, boulevard Lemoine 54413 Sainte Margotnec"
51702503153255,8968339833,9761466526,2022-05-02,chemin de Faivre 97611 Saint Alfred-sur-Mer
83907434907681,9483825704,6411259002,2022-09-09,"20, chemin de Pineau 26928 Fernandez"
31600246537342,1231672681,8831552667,2021-01-07,"16, boulevard Barre 97373 Sainte LuceVille"
23421169317648,3322968243,2833021264,2022-05-12,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
38934376101739,3030842343,1477427414,2024-01-29,"24, rue Robert 75624 Benoit-sur-Aubert"
98183300737893,7970714119,2754251839,2022-12-10,"79, chemin de Thibault 97228 Mahe"
83907434907681,9483825704,5630348029,2023-01-19,"12, chemin Letellier 83914 Jacquet"
22389614872404,4437557565,5849341585,2023-02-09,"15, chemin de Durand 75909 Moreau"
35937003762553,8030289257,9913790309,2022-02-19,rue de Tanguy 44327 Sainte Antoine
98183300737893,7970714119,1675434034,2020-04-23,"6, boulevard Dumont 10478 Pottier"
55627527881308,6356963178,3148145365,2021-12-15,"37, avenue Pierre Rodriguez 97636 Baron"
06993304653729,5366105887,5460460601,2020-12-29,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
79319466934413,7935233743,8617181326,2021-05-20,rue de Mendès 47183 Pereznec
53749997792491,4131911466,4026795768,2021-02-15,"690, boulevard Constance Martinez 69634 Lucas"
79319466934413,8236279818,5493736622,2023-12-10,"42, rue Delattre 30953 Vallée"
33058399718832,5877273185,5038167907,2022-05-19,"92, rue de Gaillard 02327 ReyBourg"
32248510419942,9252043601,8826249402,2022-02-26,"28, rue Rodrigues 95203 Gilbert"
83876695122502,8054020172,9434826934,2023-04-24,"1, boulevard Coste 89602 Delattre-sur-Raymond"
46800968940449,7967163462,6093989473,2022-09-17,"92, rue de Cousin 56814 Saint Adrienne"
51702503153255,8968339833,7131757902,2020-02-21,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
83907434907681,9483825704,1268099790,2022-01-04,"87, boulevard Élise Schmitt 45371 Sainte Diane"
49917554883966,3794479229,1141235831,2020-01-12,"8, rue Dumas 32441 David"
31600246537342,1231672681,2055328411,2022-03-02,"12, chemin Letellier 83914 Jacquet"
97619788371160,8894037471,6217086343,2023-12-05,"20, chemin de Pineau 26928 Fernandez"
51702503153255,8968339833,1839353608,2020-01-07,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert"
81167159265939,7999060766,2481030626,2020-11-15,"48, boulevard Muller 71270 Klein-sur-Mer"
28088992559814,6723047732,6788594569,2025-01-21,"11, avenue Carlier 57944 Legrand"
00525055521081,3706917257,5057481846,2021-02-11,"87, chemin de Lemaire 48306 Saint Valérienec"
32248510419942,2587949349,3546942702,2022-02-27,"27, rue Girard 17980 Lacombe-les-Bains"
06993304653729,5366105887,4794742104,2022-02-16,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
23421169317648,7713134262,1945700907,2023-09-03,"2, avenue de Raynaud 39343 Jourdan"
64717768616115,7919556033,6754862302,2021-05-11,"11, avenue Carlier 57944 Legrand"
98329158407802,8970764836,6724906493,2024-02-14,"943, avenue de Vallée 53176 Le Rouxboeuf"
48760293112824,2829168963,6042595214,2022-01-27,"28, rue Rodrigues 95203 Gilbert"
97619788371160,8894037471,8488896908,2020-02-15,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
32248510419942,2587949349,1253362284,2023-02-25,"37, avenue Pierre Rodriguez 97636 Baron"
23421169317648,7713134262,5270648569,2020-12-07,"61, boulevard de Blanc 67736 Sainte Simonenec"
33058399718832,5877273185,7980577269,2022-01-12,"87, boulevard Élise Schmitt 45371 Sainte Diane"
55627527881308,6356963178,6952973235,2023-04-06,"48, boulevard Muller 71270 Klein-sur-Mer"
06993304653729,5366105887,4406876057,2020-08-04,rue De Sousa 82879 Roche
92578022077836,3392728242,9556086167,2020-05-15,"79, chemin de Thibault 97228 Mahe"
57003007362412,2020403668,8612300426,2021-01-16,"15, chemin de Durand 75909 Moreau"
53060616902393,2954742847,9479920142,2020-02-02,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
58903816331381,9072452886,7099949751,2022-10-10,"2, avenue de Raynaud 39343 Jourdan"
70263465761771,2945965350,1732841172,2023-07-07,"75, avenue de Michel 81614 Meunierdan"
80723535542121,1214418842,3575537423,2021-01-21,"27, rue Girard 17980 Lacombe-les-Bains"
46800968940449,7967163462,8911191102,2020-02-16,"59, boulevard de Vallet 67649 Perrotboeuf"
14548937752788,3462875358,7668071124,2023-05-03,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
35937003762553,8358901571,2700489198,2021-01-15,"18, avenue Descamps 62353 Saint Margaux"
49391417241429,3498683433,4564446766,2022-12-23,rue De Sousa 82879 Roche
32248510419942,9252043601,5847679573,2023-02-15,chemin de Faivre 97611 Saint Alfred-sur-Mer
28088992559814,6723047732,3332545315,2020-11-29,rue de Mendès 47183 Pereznec
32248510419942,9252043601,5616151698,2025-04-15,"87, boulevard Élise Schmitt 45371 Sainte Diane"
96073577228654,7738358497,4256763755,2022-01-06,avenue Gilles 06756 Petit
28088992559814,6723047732,6105368798,2022-02-06,"37, avenue Pierre Rodriguez 97636 Baron"
22389614872404,4437557565,1078239849,2022-02-07,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
70263465761771,2945965350,9789760405,2022-12-17,"85, avenue Margaux Fernandez 24712 Saint Julie-sur"
57003007362412,2020403668,6402290755,2022-02-15,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
30426192025617,6050453215,4943518727,2021-12-22,"38, chemin Julien 15846 Peron-sur-Grenier"
51702503153255,1083144912,9431500950,2020-12-13,"18, avenue Descamps 62353 Saint Margaux"
05466078207131,7459875960,3291198882,2021-02-07,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
79319466934413,7935233743,8650481159,2024-01-31,"690, boulevard Constance Martinez 69634 Lucas"
97619788371160,8894037471,1251973831,2020-02-15,"42, rue Delattre 30953 Vallée"
31600246537342,1231672681,6405315301,2022-12-11,"55, chemin Denis Dufour 95266 Chartier"
49917554883966,3794479229,3282801957,2021-01-11,"42, rue Delattre 30953 Vallée"
23421169317648,3322968243,2892195671,2023-08-05,rue De Sousa 82879 Roche
92578022077836,6774919538,9198465477,2021-08-03,"24, rue Robert 75624 Benoit-sur-Aubert"
51702503153255,1083144912,5927696191,2020-12-10,"69, chemin Le Goff 62402 Saint David"
22389614872404,4437557565,6006945901,2020-05-29,"8, boulevard de Weiss 12784 Saint Luc"
57003007362412,2020403668,8370811142,2022-12-02,"92, rue de Cousin 56814 Saint Adrienne"
37712325010813,3487627735,7407259385,2023-01-26,"2, avenue de Raynaud 39343 Jourdan"
03363878717889,8654757824,2479670403,2023-01-31,"55, chemin Denis Dufour 95266 Chartier"
23421169317648,3322968243,9321889040,2020-05-04,"6, boulevard Dumont 10478 Pottier"
41060060164448,5480431818,6226924127,2026-02-17,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
83876695122502,8054020172,4487996773,2023-02-10,"24, rue Robert 75624 Benoit-sur-Aubert"
79319466934413,7935233743,5907827136,2024-01-22,"75, avenue de Michel 81614 Meunierdan"
81167159265939,7999060766,5486545738,2023-05-29,"1, boulevard Coste 89602 Delattre-sur-Raymond"
36788219232010,2447515723,2930216173,2021-12-07,"59, boulevard de Vallet 67649 Perrotboeuf"
03363878717889,8654757824,8292608843,2022-12-29,"55, chemin Denis Dufour 95266 Chartier"
98183300737893,7970714119,5710738838,2023-02-24,"87, chemin de Lemaire 48306 Saint Valérienec"
97619788371160,8894037471,3490116169,2023-01-16,boulevard de Ribeiro 90180 Ruiz-les-Bains
49391417241429,4551123954,2417158931,2023-03-20,"943, avenue de Vallée 53176 Le Rouxboeuf"
79319466934413,7935233743,5980689855,2020-12-05,"435, boulevard Frédéric Texier 56186 Saint Victorn"
92578022077836,3392728242,6128179661,2020-08-12,"92, rue de Gaillard 02327 ReyBourg"
22389614872404,4437557565,3772646470,2020-10-24,"75, avenue de Michel 81614 Meunierdan"
35937003762553,8030289257,5951471838,2024-02-25,rue de Tanguy 44327 Sainte Antoine
69511036882363,2557438769,6348767534,2022-11-01,"6, boulevard Dumont 10478 Pottier"
58903816331381,9072452886,2850843805,2023-01-25,"37, avenue Pierre Rodriguez 97636 Baron"
48760293112824,2829168963,8780726990,2021-01-20,"69, chemin Le Goff 62402 Saint David"
36788219232010,2447515723,9033888112,2022-01-07,"69, chemin Le Goff 62402 Saint David"
22389614872404,4437557565,2662672973,2021-12-21,"59, boulevard de Vallet 67649 Perrotboeuf"
22389614872404,4437557565,4871076277,2020-02-11,"87, boulevard Élise Schmitt 45371 Sainte Diane"
05466078207131,7459875960,9732163126,2022-12-22,"75, avenue de Michel 81614 Meunierdan"
55627527881308,6356963178,9186899080,2022-01-04,boulevard de Ribeiro 90180 Ruiz-les-Bains
14548937752788,3462875358,7937463535,2021-10-04,"92, rue de Gaillard 02327 ReyBourg"
35937003762553,8876413213,6348548973,2020-02-17,"92, rue de Gaillard 02327 ReyBourg"
53749997792491,4131911466,4624185392,2020-12-18,"92, rue de Cousin 56814 Saint Adrienne"
69511036882363,2557438769,1170677412,2022-07-25,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain"
35937003762553,8876413213,1149900290,2020-12-20,"435, boulevard Frédéric Texier 56186 Saint Victorn"
35937003762553,8876413213,3494426357,2021-09-16,rue De Sousa 82879 Roche
98183300737893,7970714119,7915315516,2022-05-25,"92, rue de Cousin 56814 Saint Adrienne"
46800968940449,7967163462,3803411407,2021-12-12,"28, rue Rodrigues 95203 Gilbert"
49391417241429,3498683433,1478031298,2021-12-08,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
44112288376085,3431295653,7941825039,2021-03-02,"75, avenue de Michel 81614 Meunierdan"
69511036882363,2557438769,4246835423,2022-06-20,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
50318444534242,1177570259,3577394193,2023-12-21,"12, chemin Letellier 83914 Jacquet"
49391417241429,3498683433,7699894951,2022-09-26,"38, chemin Julien 15846 Peron-sur-Grenier"
35937003762553,8358901571,5692653346,2022-12-23,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
49917554883966,3794479229,3075044460,2020-07-10,"55, chemin Denis Dufour 95266 Chartier"
57003007362412,2020403668,3539285923,2020-06-06,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
64717768616115,7919556033,9057378504,2021-08-15,"92, rue de Cousin 56814 Saint Adrienne"
36788219232010,2447515723,2463548322,2021-10-09,"82, boulevard Lemoine 54413 Sainte Margotnec"
83907434907681,9483825704,6894739463,2020-01-06,chemin de Faivre 97611 Saint Alfred-sur-Mer
70263465761771,2945965350,2501615908,2023-01-29,"15, chemin de Durand 75909 Moreau"
53749997792491,4131911466,9493701661,2022-02-27,"8, boulevard de Weiss 12784 Saint Luc"
58903816331381,9072452886,5571367318,2022-02-19,"11, avenue Carlier 57944 Legrand"
55627527881308,6356963178,3204059989,2024-12-19,"8, chemin Fernandez 47926 Henry-les-Bains"
89515745207186,4946804105,4039193627,2022-11-16,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer"
06993304653729,5366105887,5139037418,2020-05-10,"2, avenue de Raynaud 39343 Jourdan"
84377770359465,9596329928,4065926142,2020-02-28,"24, rue Robert 75624 Benoit-sur-Aubert"
64717768616115,7919556033,4402266879,2020-02-28,"15, chemin de Durand 75909 Moreau"
36788219232010,5735019659,4934693349,2020-09-17,"690, boulevard Constance Martinez 69634 Lucas"
36788219232010,2447515723,5298819452,2022-12-30,"8, boulevard de Weiss 12784 Saint Luc"
64026792801221,4215140589,8404408305,2021-02-01,boulevard de Ribeiro 90180 Ruiz-les-Bains
03791523220638,8965668535,5267490531,2020-12-21,"92, rue de Gaillard 02327 ReyBourg"
84747849229230,2548185245,1847378590,2023-12-01,"13, rue Ferreira 75434 Legendre-sur-Mer"
79317073641194,1291576549,3480429844,2020-11-07,"61, boulevard de Blanc 67736 Sainte Simonenec"
32248510419942,2587949349,4298536686,2024-12-25,"18, avenue Descamps 62353 Saint Margaux"
30426192025617,6050453215,9724598130,2022-09-22,"83, rue Raymond Bourgeois 48520 Ollivier"
48760293112824,2829168963,2579797594,2020-02-22,"2, avenue de Raynaud 39343 Jourdan"
64717768616115,7919556033,8944679103,2023-11-29,avenue Gilles 06756 Petit
37712325010813,3487627735,3224828822,2024-02-25,"2, avenue de Raynaud 39343 Jourdan"
50318444534242,1177570259,5325594674,2025-03-14,"87, chemin de Lemaire 48306 Saint Valérienec"
51702503153255,1083144912,3905138935,2022-06-19,"83, rue Raymond Bourgeois 48520 Ollivier"
83876695122502,8054020172,6446443324,2023-12-02,"59, boulevard de Vallet 67649 Perrotboeuf"
51258572017295,2740300555,5148144433,2022-12-14,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
11514703785093,8283391142,6668415083,2021-12-19,"8, boulevard de Weiss 12784 Saint Luc"
41060060164448,5480431818,2727523651,2020-03-30,"69, chemin Le Goff 62402 Saint David"
79319466934413,8236279818,2457810847,2020-03-31,"42, rue Delattre 30953 Vallée"
53060616902393,2954742847,2297621166,2022-10-06,"59, boulevard de Vallet 67649 Perrotboeuf"
22389614872404,4437557565,5209697319,2022-12-16,"16, boulevard Barre 97373 Sainte LuceVille"
69511036882363,2557438769,2212841976,2023-09-20,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
98329158407802,8970764836,7371370965,2021-01-21,"48, boulevard Muller 71270 Klein-sur-Mer"
80723535542121,1214418842,8227568609,2022-07-19,"75, avenue de Michel 81614 Meunierdan"
49391417241429,3498683433,6073616253,2021-01-22,"83, rue Raymond Bourgeois 48520 Ollivier"
35937003762553,8030289257,2784937613,2021-10-12,"87, boulevard Élise Schmitt 45371 Sainte Diane"
90456978427461,2369643785,7689183141,2020-03-12,"51, boulevard de Jean 97679 Sainte Valérieboeuf"
98329158407802,8970764836,5432843478,2022-01-19,"8, boulevard de Weiss 12784 Saint Luc"
29007121912554,3038314745,5870492235,2020-04-06,"29, chemin de Maréchal 31762 Pascal-sur-Joly"
36788219232010,5735019659,4934693349,2024-01-24,"12, chemin Letellier 83914 Jacquet"
83876695122502,8054020172,7792719408,2021-02-09,"2, avenue Adèle Jean 20179 Sainte AndréeVille"
90456978427461,2369643785,4332782146,2024-01-17,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
50318444534242,1177570259,1077702797,2021-09-06,"38, chemin Julien 15846 Peron-sur-Grenier"
37712325010813,3487627735,3500477723,2020-04-21,"23, boulevard Patrick Boulanger 22560 Sainte Margo"
48760293112824,2829168963,2231057950,2020-01-25,"11, avenue Carlier 57944 Legrand"
49391417241429,4551123954,9311873753,2022-09-23,"83, rue Raymond Bourgeois 48520 Ollivier"
